Loan Id,Amount,Term,Rate,Grade,Employment,Length,Income,Status,State,Debtincrat,Delinq2Yr,Openacc,RevolRatio,Totalpaid,Totalbal,Accopen24,Avgbal,Bcratio,Totallim,IncomeGroup,DefaultFlag,LengthGroup,RateGroup
249021,3000,60,402.54,C,Accounts Payable,5,"32,000.00",Non-Default,NY,18.68,0,22,Medium Utilization,"2,651.28",13048,13,593,34.50,34200,Low Income,0,3-5 Years,Middle Rate
249074,10000,36,400.24,B,Gm,1,"70,000.00",Non-Default,OR,10.8,0,7,Low Utilization,"11,259.90",33448,3,4778,20.40,49773,Middle Income,0,0-2 Years,Middle Rate
249144,23325,36,329.13,C,Choice Neighborhoods Director,10,"105,000.00",Non-Default,IL,22.71,0,5,Medium Utilization,"25,972.07",159419,2,31884,35.80,181684,High Income,0,6-10 Years,Middle Rate
249221,20000,60,802.29,A,Application System Analysts,2,"105,000.00",Non-Default,CA,2.58,0,4,Low Utilization,"21,511.13",14047,0,3512,0.00,47100,High Income,0,0-2 Years,High Rate
249253,12200,36,612.89,C,Supervisor,10,"60,000.00",Default,MI,12.02,0,18,High Utilization,"9,978.40",143908,16,7994,66.00,156836,Middle Income,1,6-10 Years,High Rate
249400,15000,60,791.77,B,Office Administrator/Controller,2,"66,000.00",Default,FL,27.55,0,17,Medium Utilization,"3,332.05",212721,4,13295,57.60,263432,Middle Income,1,0-2 Years,High Rate
249409,14175,36,115.98,E,Corporate Operations Administrative Assi,9,"45,000.00",Non-Default,MD,38.19,0,9,Medium Utilization,"9,421.10",53613,4,5957,39.90,69341,Low Income,0,6-10 Years,Low Rate
249549,31275,36,271.73,D,Truck Driver/Sr Service Agent.,10,"68,000.00",Non-Default,MI,16.63,0,12,Medium Utilization,"20,524.74",24336,2,2212,83.70,64413,Middle Income,0,6-10 Years,Middle Rate
249598,30000,36,203.12,D,Customer Service Supervisor,6,"107,000.00",Non-Default,NV,18.78,1,17,Medium Utilization,"18,921.45",38712,10,2277,59.70,81841,High Income,0,6-10 Years,Low Rate
249662,7000,36,288.83,B,Dental Hygienist,10,"78,000.00",Non-Default,NJ,26.18,0,24,Medium Utilization,"5,919.20",55745,11,3097,87.90,74507,Middle Income,0,6-10 Years,Middle Rate
249699,19000,36,164.74,C,Unknown,1,"95,000.00",Non-Default,AL,14.96,0,13,Medium Utilization,"10,816.97",52327,8,4361,41.50,123400,High Income,0,0-2 Years,Low Rate
249773,12000,60,219.91,B,Tanker,10,"75,000.00",Non-Default,WA,22.59,0,8,High Utilization,"13,066.19",311023,7,38878,95.40,332354,Middle Income,0,6-10 Years,Low Rate
249866,7425,60,328.28,F,Personal Banker Reg,10,"42,000.00",Non-Default,AL,37.69,0,8,Medium Utilization,"8,304.66",56460,8,7058,31.00,66255,Low Income,0,6-10 Years,Middle Rate
249916,3000,36,466.84,B,2210- It Specialist,5,"105,000.00",Non-Default,MD,29.28,0,13,High Utilization,"2,536.91",282992,6,21769,92.50,316430,High Income,0,3-5 Years,Middle Rate
250126,15000,36,649.96,B,Registration,2,"38,000.00",Non-Default,WI,16.67,0,18,Medium Utilization,"15,983.17",17786,4,1112,53.40,35200,Low Income,0,0-2 Years,High Rate
250146,9200,60,322.63,C,Port Representative,10,"20,000.00",Default,FL,32.83,5,14,Medium Utilization,"5,691.00",29511,1,2108,91.30,44346,Low Income,1,6-10 Years,Middle Rate
250204,26000,36,340.96,A,Production Control.,10,"65,000.00",Non-Default,CA,24.24,0,22,Medium Utilization,"20,829.05",52546,5,2388,49.60,98597,Middle Income,0,6-10 Years,Middle Rate
250297,1500,36,588.72,B,Crematory Manager,10,"36,000.00",Non-Default,GA,18.27,0,8,High Utilization,"1,279.15",25944,3,3243,90.30,31926,Low Income,0,6-10 Years,High Rate
250309,11200,36,754.81,C,Executive Assistant,10,"78,000.00",Non-Default,NY,26.86,0,13,High Utilization,"6,392.89",55744,7,4645,84.50,83560,Middle Income,0,6-10 Years,High Rate
250371,4675,36,812.08,F,Manitence,6,"15,624.00",Non-Default,MS,6.53,0,4,Medium Utilization,"4,635.81",69182,4,17296,84.60,71840,Low Income,0,6-10 Years,High Rate
250504,5000,36,406.71,B,Unknown,1,"36,000.00",Non-Default,NY,10.63,0,10,Medium Utilization,"5,437.02",5908,7,656,58.90,12800,Low Income,0,0-2 Years,Middle Rate
250566,21000,36,322.77,E,Sales Engineer,5,"78,000.00",Non-Default,UT,22.85,0,13,Low Utilization,"13,881.83",84280,9,7023,22.50,124315,Middle Income,0,3-5 Years,Middle Rate
250593,17500,36,714.35,A,Dean/Coach,1,"89,000.00",Non-Default,CA,21.67,0,15,Medium Utilization,"14,012.82",439967,7,31426,33.50,497095,Middle Income,0,0-2 Years,High Rate
250706,17225,36,204.26,D,Payroll Clerk / Front Office,10,"37,492.08",Non-Default,WA,21.93,0,4,High Utilization,"19,895.79",19181,1,4795,97.60,26100,Low Income,0,6-10 Years,Low Rate
250742,15000,36,269.23,B,Sr Personal Banking Officer,2,"70,000.00",Non-Default,TX,17.08,0,12,Medium Utilization,"12,419.92",369433,7,30786,80.40,396414,Middle Income,0,0-2 Years,Middle Rate
250753,35000,60,173.93,E,Software Engineer,10,"87,000.00",Non-Default,MI,13.63,0,17,Medium Utilization,"23,527.13",206247,5,12132,49.40,259320,Middle Income,0,6-10 Years,Low Rate
250887,8050,60,476.79,D,Food Inspector,8,"47,400.00",Default,AL,13.72,0,19,Low Utilization,"2,249.99",106997,7,5944,17.30,150753,Middle Income,1,6-10 Years,Middle Rate
251080,32500,60,220.79,F,Line Worker,10,"65,000.00",Default,AL,15.36,3,7,High Utilization,"2,871.71",15358,6,2194,76.80,33393,Middle Income,1,6-10 Years,Low Rate
251108,10000,60,369.17,B,Bookkeeper Supervisor,1,"38,000.00",Non-Default,FL,15.45,0,7,Medium Utilization,"11,062.28",16806,4,2401,51.70,32831,Low Income,0,0-2 Years,Middle Rate
251266,15725,60,484.96,E,Instructional Coach,3,"59,000.00",Default,VA,35.29,0,14,Medium Utilization,"4,844.15",262801,2,23891,69.60,316149,Middle Income,1,3-5 Years,Middle Rate
251284,15000,36,393.75,A,Librarian,2,"70,000.00",Non-Default,TX,5.86,0,6,Low Utilization,"15,438.76",199094,2,33182,24.80,240725,Middle Income,0,0-2 Years,Middle Rate
251362,4000,36,240.49,C,Manager,1,"96,000.00",Non-Default,GA,14.09,1,13,Medium Utilization,"4,465.43",145373,6,11183,47.90,165842,High Income,0,0-2 Years,Low Rate
251478,15000,36,478.19,C,Unknown,2,"49,500.00",Default,NC,22.01,1,26,Medium Utilization,"3,095.23",279815,6,10762,80.80,305291,Middle Income,1,0-2 Years,Middle Rate
251521,10000,36,348.18,B,Expeditor,1,"30,000.00",Non-Default,MI,23.2,0,15,Medium Utilization,"11,061.33",81636,0,5831,49.40,115419,Low Income,0,0-2 Years,Middle Rate
251562,5000,36,418.71,B,Partner,1,"75,000.00",Non-Default,WI,14.45,0,14,Low Utilization,"4,091.90",33840,4,2820,16.80,74454,Middle Income,0,0-2 Years,Middle Rate
251585,22075,36,514.93,D,Driver,10,"46,000.00",Non-Default,NV,18.88,0,11,High Utilization,"13,950.35",23674,0,2152,88.10,28200,Low Income,0,6-10 Years,Middle Rate
251595,7000,36,760.82,A,Claims Process Improvement,10,"53,500.00",Non-Default,WI,7.6,0,5,Low Utilization,"5,551.87",24100,1,4820,17.40,40182,Middle Income,0,6-10 Years,High Rate
251612,14000,36,719.43,A,Group Leader,1,"77,000.00",Non-Default,SC,15.36,1,15,Medium Utilization,"10,816.33",213177,4,14212,45.70,289350,Middle Income,0,0-2 Years,High Rate
251670,15000,36,185.75,B,Supervisor,2,"56,000.00",Non-Default,MN,13.69,0,14,Low Utilization,"12,796.78",31598,8,2431,35.50,53431,Middle Income,0,0-2 Years,Low Rate
251723,16000,36,"1,003.47",C,Premises Technician,1,"55,000.00",Default,CA,36.22,0,6,High Utilization,"4,712.83",76890,4,12815,99.00,92715,Middle Income,1,0-2 Years,High Rate
251810,6000,36,402.95,A,Imports Manager,10,"77,000.00",Non-Default,TX,16.66,0,13,Low Utilization,"6,100.52",97397,5,7492,13.90,188627,Middle Income,0,6-10 Years,Middle Rate
251811,35000,60,655.69,F,Administration Manager,10,"130,000.00",Non-Default,UT,6.59,0,6,High Utilization,"37,193.22",196595,1,39319,72.50,211600,High Income,0,6-10 Years,High Rate
251876,15000,60,"1,190.62",C,Appraiser,2,"44,700.00",Non-Default,FL,19.46,0,8,High Utilization,"8,898.70",32059,3,4007,72.20,37379,Low Income,0,0-2 Years,High Rate
251900,20000,36,510.60,B,Shipping Managuer,2,"100,000.00",Non-Default,NJ,16.5,1,13,Medium Utilization,"17,065.89",240418,7,20035,77.60,277872,High Income,0,0-2 Years,Middle Rate
251905,18625,60,437.67,C,Registered Nurse,4,"75,000.00",Non-Default,UT,26.7,0,16,High Utilization,"15,858.51",324410,4,20276,97.70,379066,Middle Income,0,3-5 Years,Middle Rate
251924,6000,36,310.45,B,Owner,10,"45,000.00",Non-Default,OH,18.16,0,14,High Utilization,"4,932.11",41623,2,2973,92.00,48134,Low Income,0,6-10 Years,Middle Rate
251949,16000,60,316.46,C,Fa,1,"315,000.00",Non-Default,TX,9.79,0,12,High Utilization,"18,970.77",557692,8,50699,88.30,579024,High Income,0,0-2 Years,Middle Rate
252049,5000,36,260.55,B,Food Administrator,1,"64,000.00",Non-Default,CA,22.15,1,10,High Utilization,"5,402.52",73545,5,14709,98.00,76664,Middle Income,0,0-2 Years,Low Rate
252091,10000,60,564.56,C,Facilitator,1,"72,000.00",Non-Default,CA,5.97,1,13,Medium Utilization,"10,874.05",24899,9,1915,41.50,58000,Middle Income,0,0-2 Years,Middle Rate
252107,7000,36,203.70,D,Sales Manager,10,"120,000.00",Non-Default,GA,5.33,0,5,High Utilization,"6,533.73",15157,3,3031,78.30,27204,High Income,0,6-10 Years,Low Rate
252239,9600,36,880.61,A,Store Manager,4,"55,000.00",Default,NC,20.1,0,21,Medium Utilization,"3,134.96",33617,5,1601,52.20,75638,Middle Income,1,3-5 Years,High Rate
252258,25000,60,545.06,B,Financial Services,5,"120,000.00",Non-Default,IL,4.09,0,12,Low Utilization,"28,603.63",12972,3,1081,12.40,105300,High Income,0,3-5 Years,Middle Rate
252323,7000,60,202.14,C,Customs And Border Protection Officer,10,"90,000.00",Non-Default,NY,3.48,7,7,High Utilization,"8,330.30",19548,1,2793,85.40,16525,Middle Income,0,6-10 Years,Low Rate
252510,6000,36,469.29,B,Processor,10,"50,000.00",Non-Default,WA,8.28,0,15,Low Utilization,"6,424.08",213356,10,16412,25.50,224727,Middle Income,0,6-10 Years,Middle Rate
252517,10000,60,745.20,C,Unknown,1,"45,000.00",Non-Default,TX,23.97,1,11,Medium Utilization,"8,529.85",19828,20,1983,92.20,33012,Low Income,0,0-2 Years,High Rate
252569,20000,60,887.30,E,Account Manager,2,"46,000.00",Default,FL,35.17,0,14,High Utilization,"10,573.19",209774,5,14984,94.00,227294,Low Income,1,0-2 Years,High Rate
252610,16000,36,614.81,A,Founder,1,"190,000.00",Non-Default,NV,9.97,0,20,Medium Utilization,"12,523.11",326474,9,18137,39.60,410903,High Income,0,0-2 Years,High Rate
252653,35000,60,561.77,E,Senior Aircraft Tech,10,"76,000.00",Non-Default,GA,16.71,0,7,High Utilization,"23,564.06",218014,6,43603,88.30,225047,Middle Income,0,6-10 Years,Middle Rate
252704,13200,36,350.15,E,Registrar,2,"47,500.00",Non-Default,GA,31.94,3,13,Medium Utilization,"14,809.07",187289,3,14407,33.40,202721,Middle Income,0,0-2 Years,Middle Rate
252709,12000,36,616.54,A,Sales Internet Manager,10,"85,000.00",Non-Default,NY,12.09,0,15,Low Utilization,"13,142.90",13226,9,1017,11.30,65801,Middle Income,0,6-10 Years,High Rate
252720,10000,36,410.08,D,Truck Driver,1,"58,000.00",Non-Default,IL,14.81,1,11,High Utilization,"9,202.61",149959,6,13633,82.60,176675,Middle Income,0,0-2 Years,Middle Rate
252781,5000,36,235.55,B,Assistant Research Professor,1,"70,000.00",Non-Default,CT,34.94,0,19,High Utilization,"4,076.94",250179,1,13167,100.30,289321,Middle Income,0,0-2 Years,Low Rate
252797,10000,60,691.90,C,Shipping,1,"55,000.00",Non-Default,IL,25.9,0,13,High Utilization,"6,106.64",166053,4,12773,87.70,198011,Middle Income,0,0-2 Years,High Rate
252852,15000,36,142.19,B,Social Work,2,"85,000.00",Default,NJ,21.49,2,11,High Utilization,"9,012.61",146123,3,13284,87.20,141585,Middle Income,1,0-2 Years,Low Rate
252854,3000,36,"1,169.04",C,Investigative Assistant,5,"55,000.00",Non-Default,MI,25.14,0,20,Medium Utilization,"2,592.19",29896,8,1495,44.40,69139,Middle Income,0,3-5 Years,High Rate
252896,3600,60,212.43,A,Buyer Specialist,9,"49,000.00",Non-Default,SC,28.42,0,19,Medium Utilization,"3,815.89",132845,1,7380,45.80,194990,Middle Income,0,6-10 Years,Low Rate
252964,25000,36,547.84,A,Vice President,5,"480,000.00",Non-Default,AZ,10.33,2,24,Medium Utilization,"27,027.74",585924,6,25475,56.70,738021,High Income,0,3-5 Years,Middle Rate
252999,12000,36,335.45,C,Collateral Analyst,10,"65,000.00",Non-Default,IL,25.81,0,13,High Utilization,"13,990.93",173110,4,14426,77.50,210930,Middle Income,0,6-10 Years,Middle Rate
253021,11500,60,352.85,A,Lock Operator,3,"75,000.00",Non-Default,TN,27.09,1,17,Medium Utilization,"9,311.69",232780,9,16627,52.20,279963,Middle Income,0,3-5 Years,Middle Rate
253095,9725,60,103.49,D,Registered Nurse,5,"88,000.00",Non-Default,CA,20.5,2,12,Low Utilization,"10,767.20",121189,7,10099,27.00,142716,Middle Income,0,3-5 Years,Low Rate
253156,12000,60,442.16,A,Supervisor,10,"70,000.00",Non-Default,TX,29.58,0,12,Medium Utilization,"12,777.85",61359,5,5113,46.90,93265,Middle Income,0,6-10 Years,Middle Rate
253199,10000,60,765.10,A,Laboratory Manager,1,"98,800.00",Non-Default,MI,3.4,0,14,Low Utilization,"7,826.94",84200,2,6477,5.80,316200,High Income,0,0-2 Years,High Rate
253240,20400,36,242.37,D,Mechanic,1,"60,000.00",Non-Default,IL,12.15,0,10,Low Utilization,"25,275.54",16876,7,2110,44.30,34300,Middle Income,0,0-2 Years,Low Rate
253249,20225,36,280.17,C,Department Supervisor,8,"44,000.00",Non-Default,TX,33.17,0,10,Medium Utilization,"11,681.33",28113,2,2811,59.70,71075,Low Income,0,6-10 Years,Middle Rate
253288,10000,36,388.45,D,Teacher,1,"73,000.00",Non-Default,CA,25.79,1,5,High Utilization,"6,389.93",279454,3,55891,NA,331180,Middle Income,0,0-2 Years,Middle Rate
253312,12125,36,306.45,D,Administrative Secretary,8,"40,000.00",Default,MI,34.41,0,16,Medium Utilization,"6,014.16",35932,6,2246,52.00,58708,Low Income,1,6-10 Years,Middle Rate
253373,10000,36,325.62,E,Nursing Dept.,1,"60,000.00",Non-Default,NY,14.88,1,11,Medium Utilization,"6,406.82",42594,7,3872,66.60,52279,Middle Income,0,0-2 Years,Middle Rate
253390,24825,36,590.03,D,Lean Process Leader,4,"54,000.00",Default,OK,38.66,0,10,Medium Utilization,"11,214.83",62206,8,6221,39.60,83273,Middle Income,1,3-5 Years,High Rate
253538,22200,36,251.19,A,Erp Bi Developer 3,10,"120,000.00",Non-Default,FL,7.36,0,11,Low Utilization,"17,376.74",24958,3,2269,25.20,81400,High Income,0,6-10 Years,Low Rate
253565,24475,36,237.04,D,Custodian,7,"60,000.00",Non-Default,NJ,18.18,2,14,High Utilization,"15,986.91",159354,2,12258,93.00,183070,Middle Income,0,6-10 Years,Low Rate
253566,8400,60,156.47,B,Patient Access Rep,10,"54,000.00",Non-Default,CA,22.06,0,12,Low Utilization,"6,854.39",24050,6,2186,32.80,41375,Middle Income,0,6-10 Years,Low Rate
253605,3675,36,410.78,D,Unknown,8,"8,796.00",Default,CO,17.87,0,2,High Utilization,"2,399.47",6580,1,3290,15.70,9700,Low Income,1,6-10 Years,Middle Rate
253632,25000,60,843.22,A,Vp Sales,5,"115,000.00",Non-Default,CA,19.61,0,13,Medium Utilization,"20,028.11",428364,5,32951,35.20,547519,High Income,0,3-5 Years,High Rate
253637,16000,60,256.90,B,Special Education Teacher,1,"55,000.00",Non-Default,NM,20.8,1,14,Medium Utilization,"9,080.67",25404,3,1815,35.50,62720,Middle Income,0,0-2 Years,Low Rate
253683,35000,60,251.75,B,Principal Engineer,10,"190,000.00",Non-Default,CA,17.77,0,22,High Utilization,"38,856.07",341690,7,17084,80.00,409000,High Income,0,6-10 Years,Low Rate
253730,12200,36,562.56,A,Lead Engineer,10,"128,100.00",Non-Default,NC,23.26,0,14,High Utilization,"9,934.24",390704,6,27907,99.30,413094,High Income,0,6-10 Years,Middle Rate
253819,12400,36,831.13,D,Unknown,2,"34,454.00",Default,PA,20.62,0,7,Medium Utilization,"7,907.92",195054,5,27865,34.80,275679,Low Income,1,0-2 Years,High Rate
253972,15000,60,293.41,E,Truck Driver,2,"53,000.00",Default,UT,11.07,1,7,Low Utilization,"7,016.71",165522,14,23646,0.00,175319,Middle Income,1,0-2 Years,Middle Rate
254023,11375,36,532.28,F,Owner/Manager,1,"95,000.00",Non-Default,MN,3.15,1,9,Medium Utilization,"7,818.01",28208,8,3134,41.70,33916,High Income,0,0-2 Years,Middle Rate
254056,35000,60,400.57,C,Manager,10,"225,000.00",Non-Default,OK,17.81,0,17,Medium Utilization,"39,122.66",520109,8,32507,69.20,607666,High Income,0,6-10 Years,Middle Rate
254115,21000,36,323.31,C,Registered Nurse/Mds Coordinator,5,"70,000.00",Non-Default,WI,36.64,0,16,High Utilization,"12,135.25",161453,3,10091,80.10,414511,Middle Income,0,3-5 Years,Middle Rate
254177,16000,36,254.37,C,Firefighter,1,"60,000.00",Non-Default,FL,3.26,0,12,Medium Utilization,"16,515.66",87463,6,7951,38.50,112916,Middle Income,0,0-2 Years,Low Rate
254222,26400,36,160.78,B,Registered Nurse,7,"72,000.00",Non-Default,CO,26.6,1,23,Low Utilization,"14,815.67",117764,6,5120,18.30,236086,Middle Income,0,6-10 Years,Low Rate
254269,9000,60,157.56,C,Lead Foreman,10,"80,000.00",Non-Default,IN,10.74,0,9,Low Utilization,"7,891.60",24354,9,2706,27.10,38846,Middle Income,0,6-10 Years,Low Rate
254289,7000,36,266.83,A,Machanic�_L Technician,10,"75,000.00",Default,AL,5.22,0,5,Low Utilization,"3,935.71",5747,2,1149,15.60,18450,Middle Income,1,6-10 Years,Low Rate
254366,12000,36,234.82,B,Financial Sales Consultant,10,"62,000.00",Non-Default,OH,19.16,0,12,Low Utilization,"13,267.85",31848,8,3185,41.80,53356,Middle Income,0,6-10 Years,Low Rate
254428,18000,36,637.58,A,Sales,10,"40,000.00",Non-Default,NC,27.24,0,12,Medium Utilization,"9,456.89",112633,0,9386,11.10,201902,Low Income,0,6-10 Years,High Rate
254450,12000,60,388.91,B,Sales Consultant,10,"60,000.00",Non-Default,CA,12.26,0,6,High Utilization,"13,521.30",289741,4,48290,90.90,295605,Middle Income,0,6-10 Years,Middle Rate
254468,24600,60,863.16,D,Senior Account Executive,10,"140,000.00",Non-Default,PA,20.02,0,13,Medium Utilization,"27,978.30",166831,4,12833,40.80,217507,High Income,0,6-10 Years,High Rate
254499,23000,36,380.65,E,Teacher,10,"50,000.00",Default,IL,37.49,0,11,High Utilization,"11,756.75",79247,1,7204,99.30,104856,Middle Income,1,6-10 Years,Middle Rate
254563,10000,60,450.25,B,Truck Driver,1,"70,000.00",Non-Default,IL,11.74,0,8,High Utilization,"8,462.03",37568,5,6261,72.80,45855,Middle Income,0,0-2 Years,Middle Rate
254645,18000,60,317.35,D,Data Analyst,10,"36,000.00",Non-Default,SD,28.73,0,3,High Utilization,"11,611.51",20200,2,6733,94.00,41756,Low Income,0,6-10 Years,Middle Rate
254695,28000,60,846.33,C,Credit Policy Officer,7,"120,000.00",Non-Default,FL,24.96,0,23,Medium Utilization,"33,640.50",426532,5,20311,35.10,564066,High Income,0,6-10 Years,High Rate
254707,16000,36,594.78,B,Counter Manager,1,"60,000.00",Non-Default,MN,29.17,0,15,High Utilization,"8,503.39",40880,5,3145,64.50,76502,Middle Income,0,0-2 Years,High Rate
254780,15000,36,255.04,G,Claims Adjuster,2,"50,000.00",Non-Default,WA,15.36,0,11,Medium Utilization,"17,361.07",187368,6,17033,41.10,222306,Middle Income,0,0-2 Years,Low Rate
254887,11200,36,331.48,D,Receptionist,10,"28,000.00",Default,TX,35.23,0,10,High Utilization,"3,664.05",30517,2,3052,97.30,42354,Low Income,1,6-10 Years,Middle Rate
254891,20000,36,312.86,A,Bank Examiner,2,"166,800.00",Non-Default,NJ,17.73,0,15,Medium Utilization,"21,226.66",754811,6,50321,46.10,873995,High Income,0,0-2 Years,Middle Rate
254898,24000,36,451.73,A,Sr Art Director,4,"75,000.00",Default,PA,16.29,0,9,High Utilization,"12,297.58",299125,4,33236,55.50,360480,Middle Income,1,3-5 Years,Middle Rate
254915,5400,36,224.79,A,Quality Associate,Unknown,"62,000.00",Non-Default,AR,26.35,0,14,High Utilization,"4,390.33",41541,7,2967,81.10,63055,Middle Income,0,10+ Years,Low Rate
254968,35000,36,"1,095.00",D,Packaging Operator,10,"80,000.00",Default,KY,21.71,1,11,High Utilization,"13,283.38",201291,6,18299,95.40,225596,Middle Income,1,6-10 Years,High Rate
255275,24000,36,811.44,C,Fire Safety Rep,4,"62,000.00",Non-Default,NY,35.45,0,18,High Utilization,"14,663.47",134150,3,7891,92.10,183280,Middle Income,0,3-5 Years,High Rate
255279,11475,36,371.96,C,Literacy Coach,7,"53,912.00",Non-Default,MO,12.18,0,11,High Utilization,"6,409.91",232834,6,23283,78.20,237800,Middle Income,0,6-10 Years,Middle Rate
255288,5000,60,574.03,C,Unknown,1,"60,000.00",Default,CA,24.98,0,8,High Utilization,"2,597.43",265560,1,37937,94.70,317815,Middle Income,1,0-2 Years,Middle Rate
255289,10000,36,324.99,C,Tech,1,"80,000.00",Non-Default,TX,21.3,0,13,High Utilization,"5,725.45",160365,6,13364,69.30,183877,Middle Income,0,0-2 Years,Middle Rate
255367,10000,60,770.60,A,Order Processor,1,"35,000.00",Non-Default,MA,25.65,0,5,High Utilization,"8,055.19",19971,0,3994,69.50,31000,Low Income,0,0-2 Years,High Rate
255395,8000,60,151.96,B,Computer Programmer,3,"84,000.00",Non-Default,CA,9.71,0,12,Medium Utilization,"8,052.37",353590,7,35359,58.90,378176,Middle Income,0,3-5 Years,Low Rate
255425,12000,36,535.19,B,Test Engineer,10,"60,000.00",Non-Default,MA,3.08,0,6,Medium Utilization,"10,154.49",7999,4,1333,34.80,24200,Middle Income,0,6-10 Years,Middle Rate
255433,15000,36,598.93,C,Inventory Control,2,"69,500.00",Non-Default,CA,16.58,0,9,Medium Utilization,"8,996.83",23687,5,2632,42.40,39948,Middle Income,0,0-2 Years,High Rate
